precision,recall,micro_f1,macro_f1,file_id
0.8310502283105022,0.6867924528301886,0.7520661157024793,0.7661253754705858,36325
0.9004329004329005,0.7074829931972789,0.7923809523809523,0.7923019833623549,9082
0.5728643216080402,0.456,0.5077951002227171,0.49559435000611474,38687
0.8150943396226416,0.717607973421927,0.7632508833922261,0.7351873498822112,20786
0.5029940119760479,0.2545454545454545,0.3380281690140845,0.3361293842425918,18437
0.7076923076923077,0.7076923076923077,0.7076923076923077,0.6857072829131653,11413
0.6046511627906976,0.6046511627906976,0.6046511627906976,0.5863636363636363,40890
0.431438127090301,0.43728813559322033,0.43434343434343436,0.4606465583028083,20369
0.9090909090909091,0.8108108108108109,0.8571428571428571,0.7164502164502164,11611
0.0,0.0,0.0,0.0,41740
0.4382716049382716,0.4382716049382716,0.4382716049382716,0.43397542000483175,12325
0.8273381294964028,0.782312925170068,0.8041958041958042,0.7858796296296298,34484
0.66,0.6470588235294118,0.6534653465346535,0.6176525680202151,40305
0.7155555555555555,0.5919117647058824,0.647887323943662,0.6546214279547613,2713
0.35714285714285715,0.2777777777777778,0.31250000000000006,0.12380952380952381,3169
0.6224489795918368,0.5865384615384616,0.6039603960396039,0.610657596371882,18436
0.6025641025641025,0.6911764705882353,0.6438356164383562,0.615625,33116
0.6767676767676768,0.6633663366336634,0.67,0.651854920147603,27017
0.5,0.5714285714285714,0.5333333333333333,0.4915178571428572,27598
0.32857142857142857,0.35658914728682173,0.3420074349442379,0.35687093925185354,12279
0.7363344051446945,0.5599022004889975,0.6361111111111111,0.5823246156745658,22351
0.89453125,0.7178683385579937,0.7965217391304347,0.7717503315398052,42302
0.8818181818181818,0.33448275862068966,0.485,0.39709446536369614,21699
0.6086956521739131,0.7,0.6511627906976744,0.5940934065934066,19851
0.5208333333333334,0.5,0.5102040816326531,0.4842472342472342,53780
0.2808988764044944,0.21551724137931033,0.24390243902439024,0.2393694469781426,31924
0.6187683284457478,0.5733695652173914,0.5952045133991537,0.5956412601670705,22780
0.5337837837837838,0.4817073170731707,0.5064102564102564,0.5030391235748378,20430
0.6818181818181818,0.4838709677419355,0.5660377358490567,0.5589743589743589,12455
0.7235772357723578,0.5741935483870968,0.6402877697841727,0.6144035973228519,1219
0.7567567567567568,0.49872773536895676,0.6012269938650308,0.536885457164095,42505
0.5454545454545454,0.21686746987951808,0.31034482758620685,0.1911051911051911,4605
0.0,0.0,0.0,0.0,44404
0.85,0.8292682926829268,0.8395061728395061,0.7994444444444444,47119
0.4482758620689655,0.3333333333333333,0.38235294117647056,0.3443877551020408,45108
0.38461538461538464,0.35714285714285715,0.3703703703703704,0.3333333333333333,22622
0.9213483146067416,0.7321428571428571,0.8159203980099502,0.8144660894660894,53781
0.7611940298507462,0.5604395604395604,0.6455696202531646,0.5559074605949605,31474
0.6090225563909775,0.4682080924855491,0.5294117647058824,0.5365922758236663,22342
0.3958333333333333,0.37254901960784315,0.38383838383838387,0.38054112554112557,36492
0.8936170212765957,0.7526881720430108,0.8171206225680934,0.8154361345656893,49534
0.6097560975609756,0.5747126436781609,0.5917159763313609,0.6040308833084891,39206
0.8294117647058824,0.7212276214833759,0.7715458276333791,0.7471542179672089,29001
0.6847826086956522,0.5887850467289719,0.6331658291457286,0.6016669931375813,36684
0.8421052631578947,0.5863874345549738,0.691358024691358,0.6751920367214485,20804
0.5882352941176471,0.5,0.5405405405405405,0.4956790123456789,27414
0.7876106194690266,0.6980392156862745,0.7401247401247402,0.7297563343519226,50111
0.5735294117647058,0.5416666666666666,0.557142857142857,0.5408836374353615,11164
0.0,0.0,0.0,0.0,32965
0.5744047619047619,0.6701388888888888,0.6185897435897435,0.5279703736434506,46014
0.25,0.3181818181818182,0.28,0.27424242424242423,31920
0.6914893617021277,0.6018518518518519,0.6435643564356436,0.6212637362637363,20178
0.691358024691358,0.19112627986348124,0.29946524064171126,0.1562824139474494,10939
0.7444444444444445,0.6442307692307693,0.6907216494845362,0.6811209467224505,1630
0.0,0.0,0.0,0.0,28444
0.4375,0.3076923076923077,0.3612903225806452,0.3468922676239749,32408
0.8666666666666667,0.7155963302752294,0.7839195979899497,0.7877505210838545,1181
0.8863636363636364,0.7959183673469388,0.8387096774193548,0.8430141287284144,32420
0.32857142857142857,0.5609756097560976,0.41441441441441446,0.2950140056022409,36493
0.869281045751634,0.7348066298342542,0.7964071856287425,0.7354340104340105,37955
0.7721518987341772,0.6559139784946236,0.7093023255813953,0.7092002768473357,10454
0.6884735202492211,0.6368876080691642,0.6616766467065869,0.6730412425265365,22355
0.7529411764705882,0.6183574879227053,0.6790450928381963,0.6874539156624717,36334
0.8478260869565217,0.7647058823529411,0.8041237113402062,0.7602258852258853,37764
0.8888888888888888,0.6881720430107527,0.7757575757575758,0.7858288770053476,4004
0.8939393939393939,0.5583596214511041,0.687378640776699,0.49802152579930353,34912
0.6745562130177515,0.6477272727272727,0.6608695652173913,0.6554482554482555,28254
0.8789237668161435,0.7808764940239044,0.8270042194092826,0.8056024367789073,28240
0.2753623188405797,0.051490514905149054,0.08675799086757992,0.07287958954625623,46228
0.8996138996138996,0.7715231788079471,0.8306595365418895,0.8271643508007146,26735
0.5909090909090909,0.639344262295082,0.6141732283464568,0.5888021822232348,54374
0.7828947368421053,0.7041420118343196,0.7414330218068536,0.7295282303902995,34481
0.875,0.6829268292682927,0.767123287671233,0.7529714729714729,28725
0.8220338983050848,0.7293233082706767,0.7729083665338645,0.7838904545173895,31506
0.8763440860215054,0.7990196078431373,0.835897435897436,0.8185777516134659,29413
0.6645569620253164,0.5898876404494382,0.625,0.6259759847995143,18382
0.5974025974025974,0.5348837209302325,0.5644171779141104,0.4570586276468629,41585
0.8135593220338984,0.6956521739130435,0.75,0.7389512720395074,54956
0.6825396825396826,0.6417910447761194,0.6615384615384614,0.6243428770518553,39204
0.7272727272727273,0.6153846153846154,0.6666666666666667,0.665326736755308,45330
0.0,0.0,0.0,0.0,12526
0.7647058823529411,0.5652173913043478,0.65,0.6499999999999999,28889
0.6700680272108843,0.5628571428571428,0.6118012422360248,0.5984354158082971,34522
0.7720588235294118,0.42168674698795183,0.5454545454545454,0.31469084688336024,35667
